#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

title_alaxel;Alaxel;;;;;;;;;;;;;x
title_alaxel_desc;Alaxel, or Prince, is an honorary title reserved for members of the ruling dynasty.;;;;;;;;;;;;;x
title_ajqij;Ajq'ij;;;;;;;;;;;;;x
title_ajqij_desc;The Ajq'ij, or "calender keeper", is a distinguished priest attached to the royal court, responsible for the tracking of sacred days and the holy Long Count calender.;;;;;;;;;;;;;x
title_ajqojom;Ajq'ojom;;;;;;;;;;;;;x
title_ajqojom_desc;The Ajq'ojom is the royal drummer or town crier giving official announcements and enacting sacred plays or performances with his drumming.;;;;;;;;;;;;;x
title_ajtzib;Ajtz'ib;;;;;;;;;;;;;x
title_ajtzib_desc;An Ajtz'ib is a scribe or court writer, in charge of writing important court documents and minor calender keeping duties..;;;;;;;;;;;;;x
title_kamal_be;Kamal Be;;;;;;;;;;;;;x
title_kamal_be_desc;A Kamal Be is an honored elder responsible for the advising of the ruler and the managmenet and appointment of minor court officers.;;;;;;;;;;;;;x
title_yakal_ja;Yakal Ja;;;;;;;;;;;;;x
title_yakal_ja_desc;The Yakal Ja, or "raiser of stone" is a court official who manages and administrates the palace building and the construction of sacred monuments.;;;;;;;;;;;;;x
title_qatol;Q'atol;;;;;;;;;;;;;x
title_qatol_desc;The Q'atol, is the chief judge attached to the court, presiding over the courts of justice and law enforcmenent officals.;;;;;;;;;;;;;x
title_tuplies;Tupilies;;;;;;;;;;;;;x
title_tuplies_desc;The Tupilies are constables under the direction of the Q'atol that are responsible for upholding laws throughout the realm.;;;;;;;;;;;;;x
title_ahau_katun;Ahau K'atun;;;;;;;;;;;;;x
title_ahau_katun_desc;The Ahau K'atun are the four "Cardinal generals" of the Kingdom of the Yucatan, each associated with a cardinal direction.;;;;;;;;;;;;;x
title_achil;Achi'l;;;;;;;;;;;;;x
title_achil_desc;The Achi'l are the boon companions or sworn bodyguards to a Maya ruler.;;;;;;;;;;;;;x



