#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

###########Landmarks###########

landmark_angel_falls;§YSalto Ángel§!\n§YAngel Falls§!\nLocals claim with unusual certainty that this is the highest waterfall in the entire world. Originating from the heights of Auyán-Tepui, the stream dissolves into mist long before hitting the ground and forming a series of cataracts and smaller waterfalls. Any supporters of rival waterfalls would be forced to admit defeat upon witnessing it, as it is truly, undeniably, very tall.;;;;;;;;;;;;;x
landmark_arch_cabo_san_lucas;§YEl Arco de Cabo San Lucas§!\n§YArch of Cabo San Lucas§!\nAt Land's End, Baja California terminates in a cluster of rocky outcrops and islands. The natural stone arch resting at the water's edge is a popular site for pilgrims and vagabonds to visit, at least when the tide is out.;;;;;;;;;;;;;x
landmark_arch_st_louis;§YArch of St. Louis§!\nThis vast steel archway dominates the sky over St. Louis, leaping up to meet the sun in all its faded, rusty glory. Enthusiastic discussion of when it will finally collapse has not dissuaded a thriving marketplace from growing up under it and along the Mississippi riverfront.;;;;;;;;;;;;;x
landmark_bermuda_triangle;§YBermuda Triangle§!\nAs with all traditions nautical, the Bermuda Triangle is as much superstition as practical knowledge. The waters between Bermuda, Puerto Rico and the Bahamas has the reputation of being unusually hostile to sailors, swallowing whole everything from fishing boats to grand flotillas. Sailing the open ocean is not a particularly wise choice at the best of times, but the reputation of the Triangle is enough to ensure that all but the most foolish captains follow the coastline whenever possible, and keep the voyage between Bermuda and the mainland as straight and simple as possible, lest they become lost forever in the deep blue.;;;;;;;;;;;;;x
landmark_cactus_curtain;§YCactus Curtain§!\nDespite the name, cacti are not particularly common in this area. It is assumed to be a reference to the unusually old and robust fortifications ringing Guantanamo Bay, dating back to before the Fall. Cuban scholars continue to speculate on why Guantanamo Bay was so heavily contested.;;;;;;;;;;;;;x
landmark_cano_cristales;§YCaño Cristales§!\n§YCrystal Channel§!\nThis river possesses a truly unique appearance - the 'Liquid Rainbow' is variously red, yellow, green, blue, and black. Scholars and theologians continue to debate the significance of the river, but all can agree it is very pretty.;;;;;;;;;;;;;x
landmark_catatumbo_lightning;§YRelámpago del Catatumbo§!\n§YCatatumbo Lightning§!\nThe mouth of the Catatumbo River is the source of nearly nightly lightning storms, rightfully giving Zulia the reputation as a land of storms and fury. It is said that should the storms ever stop for good, it is a sign that the world is once again about to fall into chaos.;;;;;;;;;;;;;x
landmark_cave_swallows;§YSótano de las Golondrinas§!\n§YCave of Swallows§!\nIn the hills south of Ciudad Valles is this immense open pit, populated by all manner of colorful birds. At dawn they spiral up into the sky, and at sunset they circle the mouth before diving in. Oddly enough, there aren't any swallows.;;;;;;;;;;;;;x
landmark_cheyenne_mountain;§YCheyenne Mountain§!\nIn the foothills above Colorado Springs, the mighty Cheyenne Mountain watches over the high plains. Despite the excellent defensive position the mountains have never been built upon. Local rulers claim it is simply too expensive and difficult to construct anything worthwhile there, but the peasantry maintain that the whole upland region is cursed in some way. The mountainside is near-devoid of vegetation year-round, and bold hunters and bandits that explore the area have an uncanny habit of disappearing.;;;;;;;;;;;;;x
landmark_chicago_canal;§YChicago Canal§!\nIn a peculiar twist of natural geography, the tributaries of the Mississippi lie only a short distance from that of the Great Lakes. Our forefathers evidently took it upon themselves to take advantage of this and transform it into a boon, and so the Chicago Canal was engineered through artifice and wisdom. Though it requires significant ongoing investment in dredging and operating locks, the profits gained from shipping between two great waterways more than outweighs the costs.;;;;;;;;;;;;;x
