#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

tb_culture_rostmann_1;Pikemen Training Ground;;;;;;;;;;;;;x
tb_culture_rostmann_2;Pikemen Training Ground;;;;;;;;;;;;;x
tb_culture_rostmann_3;Pikemen Training Ground;;;;;;;;;;;;;x
tb_culture_rostmann_4;Pikemen Training Ground;;;;;;;;;;;;;x
tb_culture_dixie_1;Jousting Lists;;;;;;;;;;;;;x
tb_culture_dixie_2;Jousting Lists;;;;;;;;;;;;;x
tb_culture_dixie_3;Jousting Lists;;;;;;;;;;;;;x
tb_culture_dixie_4;Jousting Lists;;;;;;;;;;;;;x
tb_culture_gulf_1;Sniper Training Ground;;;;;;;;;;;;;x
tb_culture_gulf_2;Sniper Training Ground;;;;;;;;;;;;;x
tb_culture_gulf_3;Sniper Training Ground;;;;;;;;;;;;;x
tb_culture_gulf_4;Sniper Training Ground;;;;;;;;;;;;;x
tb_culture_mexican_1;Caballero Training Ground;;;;;;;;;;;;;x
tb_culture_mexican_2;Caballero Training Ground;;;;;;;;;;;;;x
tb_culture_mexican_3;Caballero Training Ground;;;;;;;;;;;;;x
tb_culture_mexican_4;Caballero Training Ground;;;;;;;;;;;;;x
tb_culture_amerodeutsch_1;Housecarl Training Ground;;;;;;;;;;;;;x
tb_culture_amerodeutsch_2;Housecarl Training Ground;;;;;;;;;;;;;x
tb_culture_amerodeutsch_3;Housecarl Training Ground;;;;;;;;;;;;;x
tb_culture_amerodeutsch_4;Housecarl Training Ground;;;;;;;;;;;;;x
tb_culture_caribbean_1;Machetero Training Ground;;;;;;;;;;;;;x
tb_culture_caribbean_2;Machetero Training Ground;;;;;;;;;;;;;x
tb_culture_caribbean_3;Machetero Training Ground;;;;;;;;;;;;;x
tb_culture_caribbean_4;Machetero Training Ground;;;;;;;;;;;;;x
tb_culture_canadian_1;Hockey Rink;;;;;;;;;;;;;x
tb_culture_canadian_2;Hockey Rink;;;;;;;;;;;;;x
tb_culture_canadian_3;Hockey Rink;;;;;;;;;;;;;x
tb_culture_canadian_4;Hockey Rink;;;;;;;;;;;;;x
tb_culture_prairie_1;Prairie Barracks;;;;;;;;;;;;;x
tb_culture_prairie_2;Prairie Barracks;;;;;;;;;;;;;x
tb_culture_prairie_3;Prairie Barracks;;;;;;;;;;;;;x
tb_culture_prairie_4;Prairie Barracks;;;;;;;;;;;;;x
tb_culture_ski_troops_1;Ski Warrior Lodge;;;;;;;;;;;;;x
tb_culture_ski_troops_2;Ski Warrior Lodge;;;;;;;;;;;;;x
tb_culture_ski_troops_3;Ski Warrior Lodge;;;;;;;;;;;;;x
tb_culture_ski_troops_4;Ski Warrior Lodge;;;;;;;;;;;;;x
tb_culture_texan_1;Cowboy Riding Ground;;;;;;;;;;;;;x
tb_culture_texan_2;Cowboy Riding Ground;;;;;;;;;;;;;x
tb_culture_texan_3;Cowboy Riding Ground;;;;;;;;;;;;;x
tb_culture_texan_4;Cowboy Riding Ground;;;;;;;;;;;;;x
tb_culture_ny_1;New Yorker Militia Quarters;;;;;;;;;;;;;x
tb_culture_ny_2;New Yorker Militia Quarters;;;;;;;;;;;;;x
tb_culture_ny_3;New Yorker Militia Quarters;;;;;;;;;;;;;x
tb_culture_ny_4;New Yorker Militia Quarters;;;;;;;;;;;;;x
tb_culture_upstate_1;Dragoon Training Ground;;;;;;;;;;;;;x
tb_culture_upstate_2;Dragoon Training Ground;;;;;;;;;;;;;x
tb_culture_upstate_3;Dragoon Training Ground;;;;;;;;;;;;;x
tb_culture_upstate_4;Dragoon Training Ground;;;;;;;;;;;;;x
tb_culture_delawarean_1;Continental Training Ground;;;;;;;;;;;;;x
tb_culture_delawarean_2;Continental Training Ground;;;;;;;;;;;;;x
tb_culture_delawarean_3;Continental Training Ground;;;;;;;;;;;;;x
tb_culture_delawarean_4;Continental Training Ground;;;;;;;;;;;;;x
tb_culture_maritimer_1;Gallowglass Training Ground;;;;;;;;;;;;;x
tb_culture_maritimer_2;Gallowglass Training Ground;;;;;;;;;;;;;x
tb_culture_maritimer_3;Gallowglass Training Ground;;;;;;;;;;;;;x
tb_culture_maritimer_4;Gallowglass Training Ground;;;;;;;;;;;;;x
tb_culture_appalachian_1;Pike Training Ground;;;;;;;;;;;;;x
tb_culture_appalachian_2;Pike Training Ground;;;;;;;;;;;;;x
tb_culture_appalachian_3;Pike Training Ground;;;;;;;;;;;;;x
tb_culture_appalachian_4;Pike Training Ground;;;;;;;;;;;;;x
tb_culture_native_american_1;Riding Grounds;;;;;;;;;;;;;x
tb_culture_native_american_2;Riding Grounds;;;;;;;;;;;;;x
tb_culture_native_american_3;Riding Grounds;;;;;;;;;;;;;x
tb_culture_native_american_4;Riding Grounds;;;;;;;;;;;;;x
tb_culture_mountain_1;Mountaineer Post;;;;;;;;;;;;;x
tb_culture_mountain_2;Mountaineer Post;;;;;;;;;;;;;x
tb_culture_mountain_3;Mountaineer Post;;;;;;;;;;;;;x
tb_culture_mountain_4;Mountaineer Post;;;;;;;;;;;;;x
tb_culture_cali_1;Velodrome;;;;;;;;;;;;;x
tb_culture_cali_2;Velodrome;;;;;;;;;;;;;x
tb_culture_cali_3;Velodrome;;;;;;;;;;;;;x
tb_culture_cali_4;Velodrome;;;;;;;;;;;;;x
tb_culture_pnw_1;Ranger Barracks;;;;;;;;;;;;;x
tb_culture_pnw_2;Ranger Barracks;;;;;;;;;;;;;x
tb_culture_pnw_3;Ranger Barracks;;;;;;;;;;;;;x
tb_culture_pnw_4;Ranger Barracks;;;;;;;;;;;;;x
tb_culture_nawlins_1;Parade Grounds;;;;;;;;;;;;;x
tb_culture_nawlins_2;Parade Grounds;;;;;;;;;;;;;x
tb_culture_nawlins_3;Parade Grounds;;;;;;;;;;;;;x
tb_culture_nawlins_4;Parade Grounds;;;;;;;;;;;;;x
tb_culture_guerrilla_1;Guerrilla Camp;;;;;;;;;;;;;x
tb_culture_guerrilla_2;Guerrilla Camp;;;;;;;;;;;;;x
tb_culture_guerrilla_3;Guerrilla Camp;;;;;;;;;;;;;x
tb_culture_guerrilla_4;Guerrilla Camp;;;;;;;;;;;;;x
tb_culture_ballestero_1;Ballestero Range;;;;;;;;;;;;;x
tb_culture_ballestero_2;Ballestero Range;;;;;;;;;;;;;x
tb_culture_ballestero_3;Ballestero Range;;;;;;;;;;;;;x
tb_culture_ballestero_4;Ballestero Range;;;;;;;;;;;;;x
tb_culture_amazon_1;Tamoio Training Grounds;;;;;;;;;;;;;x
tb_culture_amazon_2;Tamoio Training Grounds;;;;;;;;;;;;;x
tb_culture_amazon_3;Tamoio Training Grounds;;;;;;;;;;;;;x
tb_culture_amazon_4;Tamoio Training Grounds;;;;;;;;;;;;;x
tb_culture_jsm_1;Maccabee Training Ground;;;;;;;;;;;;;x
tb_culture_jsm_2;Maccabee Training Ground;;;;;;;;;;;;;x
tb_culture_jsm_3;Maccabee Training Ground;;;;;;;;;;;;;x
tb_culture_jsm_4;Maccabee Training Ground;;;;;;;;;;;;;x
tb_pirate_port_1;Pirate Port;;;;;;;;;;;;;x
tb_pirate_port_2;Pirate Port;;;;;;;;;;;;;x
tb_pirate_port_3;Pirate Port;;;;;;;;;;;;;x
tb_pirate_port_4;Pirate Port;;;;;;;;;;;;;x
tb_whaler_port_1;Whaler Port;;;;;;;;;;;;;x
tb_whaler_port_2;Whaler Port;;;;;;;;;;;;;x
tb_whaler_port_3;Whaler Port;;;;;;;;;;;;;x
