#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
reference_culture;Reference Culture (Shouldn't see this!);;;;;;;;;;;;;x
white;White;;;;;;;;;;;;;x
black;Black;;;;;;;;;;;;;x
brown;Brown;;;;;;;;;;;;;x
chinese;Chinese;;;;;;;;;;;;;x
native;Native;;;;;;;;;;;;;x
BM_FIAT_HOMO;Fiat Homo;;;;;;;;;;;;;x
BM_FIAT_HOMO_DESC;The world suffered tremendously from the Event, but did not die out completely. Although scarred, the Earth still provides home for humanity. Now, in the midst of the 27th century, one part of the world is beginning to organize themselves, to rebuild and expand outward. Driven by greed, by righteousness, by bloodlust and by all the sins and virtues, rulers and adventurers will reshape the world. Let there be man!;;;;;;;;;;;;;x
BM_FLORIDA_WAR;The Great Florida War;;;;;;;;;;;;;x
BM_FLORIDA_WAR_DESC;After the death of Empress Portia, the unpopular Stepping Razor ascended the Caribbean throne. Seeking an enemy to unite the archipelago against, he embarked on an invasion of Confederate Florida in concert with their Tuskegean enemies. Meanwhile, a great army assembles in Quebec under the banner of St. Ursula, seeking to save the souls of New Englanders from eternal damnation and perhaps gain worldly rewards in the process.;;;;;;;;;;;;;x
INDIAN_COUNTRY;Indian Country;;;;;;;;;;;;;x
DARK_AGES_INFO;The mass destruction of the Old World was, in many ways, a godsend for the Indians of Old America. With the governments that once oppressed them destroyed, the Native Americans were free of the reservation system, and began expanding outwards once more. Unlike the days before the Indian Wars however, these revitalized nations are now a minority in their own lands, and have had to compromise their rule with Anglo-American vassals and acknowledgement of the Papacy in New Rome. In such a state, can the Indians survive in this new world?;;;;;;;;;;;;;x
THE_SOUTH;The South;;;;;;;;;;;;;x
VIKING_ERA_INFO;The American South has managed to reconstruct itself modestly enough. Core portions of what was once known as the 'Deep South' were reunited centuries ago, and this empire, being one of the strongest realms east of the Mississippi, has taken to styling itself as the legitimate successor to Old America. Can its wildest ambitions ever match up with reality? What of the Southern dukes and counts who refuse to bend knee?;;;;;;;;;;;;;x
THE_NORTH;The North;;;;;;;;;;;;;x
EARLY_MED_INFO;The northern regions of Old America and Canada are a hotbed of turmoil and conflict. Christian and pagan faiths alike vie for control of the region, with Quebecois schismatics and the descendants of the Pennsylvania Amish vying for control alongside New Englander practitioners of the occult and Rust Belt denizens who worship the long-abandoned auto factories and steel mills of the Old World.;;;;;;;;;;;;;x;;
THE_WEST;The West;;;;;;;;;;;;;x
HIGH_MED_INFO;The lands west of the Rockies are said to be beacons of peace and prosperity, but life in the 27th century is no utopia. The mighty empire of California, which enjoyed centuries of stable rule over nearly all the west coast, has been thrown into chaos by five warring kingdoms, each desiring control over the Emperor and harboring their own ambitions, while the Cascadian kings struggle against Haida invasions, the Mormons of Deseret spread their faith northwards at swordpoint, and Arixan cowboys clash with Navajo, Hopi, and tinkerers of the Atomicist faith. Can the peace so many sing about ever be restored to the region?;;;;;;;;;;;;;x
SOUTH_OF_THE_BORDER;South of the Border;;;;;;;;;;;;;x
LATE_MED_INFO;Stuff.;;;;;;;;;;;;;x
CHARACTER_TOOLTIP_DELAYED;[GetStatusInfo]\nID: §Y[GetID]§!\nDynasty: §Y[GetOnlyDynastyName]§!\nReligion: §Y[Religion.GetName]§!\nCulture: §Y[Culture.GetName]\n;;;;[GetStatusInfo]\nID: §Y[GetID]§!\nDinastía: §Y[GetOnlyDynastyName]§!\nReligión: §Y[Religion.GetName]§!\nCultura: §Y[Culture.GetName]\n;;;;;;;;;x
STAT_PIETY_PATRIOTISM;Patriotism;;;;;;;;;;;;;x
