#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_abasolo_GT;Abasolo;;;;;;;;;;;;;x
b_abasolo_TM;Abasolo;;;;;;;;;;;;;x
b_abbeville_AL;Abbeville;;;;;;;;;;;;;x
b_abbeville_LA;Abbeville;;;;;;;;;;;;;x
b_abbeville_MS;Abbeville;;;;;;;;;;;;;x
b_abbeville_SC;Abbeville;;;;;;;;;;;;;x
b_abbott_PA;Abbott;;;;;;;;;;;;;x
b_aberdeen_MS;Aberdeen;;;;;;;;;;;;;x
b_aberdeen_NC;Aberdeen;;;;;;;;;;;;;x
b_abernathy_TX;Abernathy;;;;;;;;;;;;;x
b_abilene_TX;Abilene;;;;;;;;;;;;;x
b_abingdon_MD;Abindgon;;;;;;;;;;;;;x
b_abingdon_VA;Abingdon;;;;;;;;;;;;;x
b_ableman_WI;Ableman;;;;;;;;;;;;;x
b_aboite_IN;Aboite;;;;;;;;;;;;;x
b_absecon_NJ;Absecon;;;;;;;;;;;;;x
b_acadieville_NB;Acadieville;;;;;;;;;;;;;x
b_acala_CP;Acala;;;;;;;;;;;;;x
b_acambay_MX;Acambay;;;;;;;;;;;;;x
b_acapetahua_CP;Acapetahua;;;;;;;;;;;;;x
b_acaponeta_JA;Acaponeta;;;;;;;;;;;;;x
b_acapulco_GR;Acapulco;;;;;;;;;;;;;x
b_acatepec_GR;Acatepec;;;;;;;;;;;;;x
b_acatic_JA;Acatic;;;;;;;;;;;;;x
b_acatlan_PU;Acatlán;;;;;;;;;;;;;x
b_acayucan_VE;Acayucan;;;;;;;;;;;;;x
b_ackerly_TX;Ackerly;;;;;;;;;;;;;x
b_ackerman_MS;Ackerman;;;;;;;;;;;;;x
b_ackley_IA;Ackley;;;;;;;;;;;;;x
b_aconchi_SO;Aconchi;;;;;;;;;;;;;x
b_actopan_HI;Actopan;;;;;;;;;;;;;x
b_actopan_VE;Actopan;;;;;;;;;;;;;x
b_acuna_CA;Acuña;;;;;;;;;;;;;x
b_ada_OH;Ada;;;;;;;;;;;;;x
b_adairsville_GA;Adairsville;;;;;;;;;;;;;x
b_adams_MA;Adams;;;;;;;;;;;;;x
b_adams_NY;Adams;;;;;;;;;;;;;x
b_adamsville_TN;Adamsville;;;;;;;;;;;;;x
b_adamsville_TX;Adamsville;;;;;;;;;;;;;x
b_addison_AL;Addison;;;;;;;;;;;;;x
b_addison_ME;Addison;;;;;;;;;;;;;x
b_adolfo_ruiz_cortines_SI;Adolfo Ruiz Cortines;;;;;;;;;;;;;x
b_adrian_GA;Adrian;;;;;;;;;;;;;x
b_adrian_MI;Adrian;;;;;;;;;;;;;x
b_afton_MO;Afton;;;;;;;;;;;;;x
b_agalta_HN;Agalta;;;;;;;;;;;;;x
b_agency_IA;Agency;;;;;;;;;;;;;x
b_agramonte_CUB;Agramonte;;;;;;;;;;;;;x
b_agua_caliente_CH;Agua Caliente;;;;;;;;;;;;;x
b_agua_fria_NM;Agua Fria;;;;;;;;;;;;;x
b_agua_prieta_SO;Agua Prieta;;;;;;;;;;;;;x
b_aguacate_CP;Aguacate;;;;;;;;;;;;;x
b_agualeguas_NLE;Agualeguas;;;;;;;;;;;;;x
b_aguascalientes_AG;Aguascalientes;;;;;;;;;;;;;x
b_aguilares_AG;Aguilares;;;;;;;;;;;;;x
