mild_winter = {
	54
	55
	56
	57
	63
	67
	73
	74
	75
	77
	78
	79
	99
	100
	138
	140
	142
	144
	145
	146
	147
	148
	151
	156
	241
	242
	245
	246
	247
	248
	249
	250
	251
	344 
	345
	346
	347
	348
	349
	350
	351
	352
	353
	354
	355
	356
	357
	358
	359
	360
	361
	362
	390
	394
	395
	396
	397
	398
	408
	409
	410
	411
	412
	413
	414
	415
	416
	417
	420
	421
	422
	423
	424
	425
	426
	427	
	434
	435
	436
	437
	440
	442
	527
	528
	529
	530
	531
	532
	533
	534
	536
	537
	538
	539
	540
	541
	542
	543
	544
	615
	1003
	1004
	1005
	1006
	1007
	1008
	1009
	1013
	1014
	1015
	1016
	1017
	1018
	1019
	1020
	1021
	1022
	1023
	1026
	1027
	1028
	1050
	1051
	1055
	1056
	1057
	1058
	1059
	1060
	1062
	1082
	1083
	1291
	1292
	1293
	1294
	1295
	2022
	2051
	2054
	2056
	2057
	2059
	2060
	2062
	2063
	2064
	2067
	2068
	2069
	2072
}

normal_winter = {
	1
	2
	3
	4
	5
	6
	7
	8
	9
	10
	18
	19
	20
	21
	22
	23
	24
	25
	26
	27
	33
	34
	46
	47
	48
	49
	50
	51
	52
	53
	58
	59
	60
	61
	62
	64
	65
	66
	68
	69
	70
	71
	72
	76
	80
	81
	82
	83
	84
	85
	86
	87
	88
	89
	90
	91
	92
	93
	94
	95
	96
	97
	98
	101
	102
	103
	104
	105
	106
	107
	108
	109
	110
	111
	112
	113
	114
	115
	116
	117
	118
	119
	120
	121
	122
	167
	168
	169
	170
	171
	172
	173
	174
	175
	176
	177
	178
	179
	180
	181
	182
	183
	184
	185
	186
	188
	189
	190
	191
	209
	210
	211
	212
	213
	214
	215
	216
	217
	218
	219
	220
	221
	222
	223
	224
	225
	226
	227
	252
	253
	254
	255
	256
	257
	258
	259
	260
	261
	262
	263
	264
	265
	294
	295
	296
	297
	298
	299
	363
	364
	380
	381
	382
	383
	387
	388
	389
	391
	392
	393
	428
	429
	430
	431
	432
	433
	438
	443
	444
	445
	446
	447
	448
	450
	451
	452
	453
	454
	456
	457
	458
	459
	460
	462
	473
	474
	475
	476
	507
	508
	509
	510
	511
	512
	513
	514
	515
	516
	517
	518
	519
	520
	521
	522
	523
	524
	525
	526
	535
	545
	546
	547
	548
	549
	550
	551
	552
	553
	554
	555
	556
	557
	558
	559
	560
	561
	562
	563
	602
	617
	618
	620
	629
	1052
	1053
	1054
	1061
	1063
	1064
	1065
	1066
	1067
	1068
	1069
	1070
	1071
	1072
	1073
	1074
	1075
	1076
	1077
	1078
	1079
	1080
	1145
	1146
	1147
	1148
	1149
	1150
	1151
	1152
	1153
	1154
	1155
	1156
	1157
	1158
	1159
	2058
	2061
	2065
	2066
}

severe_winter=  {
	11
	12
	13
	14
	15
	16
	17
	28
	29
	30
	31
	32
	35
	36
	37
	38
	39
	40
	41
	42
	43
	44
	45
	123
	124
	125
	126
	127
	128
	187
	192
	193
	194
	195
	196
	197
	198
	199
	200
	201
	202
	266
	267
	268
	269
	270
	271
	272
	273
	274
	275
	276
	277
	278
	279
	280
	281
	282
	283
	284
	285
	286
	287
	288
	289
	290
	291
	292
	293
	330
	331
	332
	333
	334
	335
	365
	366
	367
	368
	369
	370
	371
	372
	373
	374
	375
	376
	377
	378
	379
	384
	385
	386
	399
	400
	401
	402
	403
	404
	405
	406
	407
	449
	455
	461
	463
	464
	465
	466
	467
	468
	469
	470
	471
	472
	477
	478
	479
	480
	481
	482
	483
	484
	485
	486
	487
	488
	489
	490
	491
	492
	493
	494
	495
	496
	497
	498
	499
	500
	501
	502
	503
	504
	505
	506
	564
	565
	566
	567
	568
	569
	570
	571
	572
	573
	574
	575
	576
	577
	578
	579
	580
	581
	582
	583
	584
	585
	586
	587
	588
	589
	590
	591
	592
	593
	594
	595
	596
	597
	598
	599
	600
	607
	612
	614
	619
	630
	631
	632
	633
	634
	657
	659
	660
	661
	662
	663
	664
	665
	666
	1010
	1011
	1012
	1047
	1048
	1049
	1138
	1139
	1140
	1142
	1143
	1144
	1160
	1161
	1162
	1163
	1164
	1165
	1166
	1167
	1168
	1169
	1170
	1171
	1199
	1200
	1201
	1202
	1203
	1204
	1205
	1206
	1207
	1208
	1209
	1210
	1211
	1212
	1213
	1214
	1215
	1216
	1217
	1218
	1219
	1220
	1221
	1222
	1256
	1257
	1258
	1259
	1260
	1261
	1262
	1268
	1269
	1270
	1271
	1272
	1273
	1274
	1275
	1276
	1277
	1278
	1279
	1280
	1281
	1282
	1283
	1296
	1297
	1298
	1299
	1300
	2078
	2079
	2080
	2081
	2082
	2083
	2084
	2085
	2089
	2090
	2091
	2092
	2093
	2094
	2095
	2096
	2097
	2098
	2099
	2100
	2101
	2102
	2103
}
