#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

k_new_hampshire;New Hampshire;;;;;;;;;;;;;x
k_new_hampshire_adj;New Hampshite;;;;;;;;;;;;;x

k_maine;Maine;;;;;;;;;;;;;x
k_maine_adj;Mainer;;;;;;;;;;;;;x

k_massachusetts;Massachusetts;;;;;;;;;;;;;x
k_massachusetts_adj;Massachusite;;;;;;;;;;;;;x

k_rhode_island;Rhode Island;;;;;;;;;;;;;x
k_rhode_island_adj;Rhodean;;;;;;;;;;;;;x

d_rhode_island;Rhode Island;;;;;;;;;;;;;x
d_rhode_island_adj;Rhodean;;;;;;;;;;;;;x

k_connecticut;Connecticut;;;;;;;;;;;;;x
k_connecticut_adj;Connectican;;;;;;;;;;;;;x

k_long_island;Long Island;;;;;;;;;;;;;x
k_long_island_adj;Long;;;;;;;;;;;;;x

k_yidland;Yidland;;;;;;;;;;;;;x
k_yiddland_adj;Yiddish;;;;;;;;;;;;;x

k_pennsylvania;Pennsylvania;;;;;;;;;;;;;x
k_pennsylvania_adj;Pennsylvanian;;;;;;;;;;;;;x

k_delaware;Delaware;;;;;;;;;;;;;x
k_delaware_adj;Delawarean;;;;;;;;;;;;;x

k_maryland;Maryland;;;;;;;;;;;;;x
k_maryland_adj;Marylander;;;;;;;;;;;;;x

k_new_brunswick;New Brunswick;;;;;;;;;;;;;x
k_new_brunswick_adj;New Brunswicker;;;;;;;;;;;;;x

k_nova_scotia;Nova Scotia;;;;;;;;;;;;;x
k_nova_scotia_adj;Nova Scotian;;;;;;;;;;;;;x

k_prince_edward;Prince Edward Island;;;;;;;;;;;;;x
k_prince_edward_adj;PEI;;;;;;;;;;;;;x

k_acadia;Acadia;;;;;;;;;;;;;x
k_acadia_adj;Acadian;;;;;;;;;;;;;x

k_melungeonia;Melungeonia;;;;;;;;;;;;;x
k_melungeonia_adj;Melungeon;;;;;;;;;;;;;x

k_kentucky;Kentucky;;;;;;;;;;;;;x
k_kentucky_adj;Kentuckian;;;;;;;;;;;;;x

k_tennessee;Tennessee;;;;;;;;;;;;;x
k_tennessee_adj;Tennessean;;;;;;;;;;;;;x

k_gullaland;Gullaland;;;;;;;;;;;;;x
k_gullaland__adj;Gullah;;;;;;;;;;;;;x

k_tuskegee;Tuskegee;;;;;;;;;;;;;x
k_tuskegee_adj;Tuskegean;;;;;;;;;;;;;x

k_georgia;Georgia;;;;;;;;;;;;;x
k_georgia_adj;Georgian;;;;;;;;;;;;;x

k_alabama;Alabama;;;;;;;;;;;;;x
k_alabama_adj;Alabamian;;;;;;;;;;;;;x

k_creolia;Creolia;;;;;;;;;;;;;x
k_creolia_adj;Creole;;;;;;;;;;;;;x

k_cajunland;Cajunland;;;;;;;;;;;;;x
k_cajunland_adj;Cajun;;;;;;;;;;;;;x

k_detroit;Detroit;;;;;;;;;;;;;x
k_detroit_adj;Detroian;;;;;;;;;;;;;x

k_rustland;Rustland;;;;;;;;;;;;;x
k_rustland_adj;Rust;;;;;;;;;;;;;x

k_lacustrinia;Lacustrinia;;;;;;;;;;;;;x
k_lacustrinia_adj;Lacustrine;;;;;;;;;;;;;x

k_wisconsin;Wisconsin;;;;;;;;;;;;;x
k_wisconsin_adj;Wisconsinite;;;;;;;;;;;;;x

k_yoopee;Yoopee;;;;;;;;;;;;;x
k_yoopee_adj;Yooper;;;;;;;;;;;;;x

k_illinois;Illinois;;;;;;;;;;;;;x
k_illinois_adj;Illinoian;;;;;;;;;;;;;x

k_indiana;Indiana;;;;;;;;;;;;;x
k_indiana_adj;Indianan;;;;;;;;;;;;;x

k_minnesota;Minnesota;;;;;;;;;;;;;x
k_minnesota_adj;Minnesotan;;;;;;;;;;;;;x

k_arkansas;Arkansas;;;;;;;;;;;;;x
k_arkansas_adj;Arkansan;;;;;;;;;;;;;x

k_kansas;Kansas;;;;;;;;;;;;;x
k_kansas_adj;Kansan;;;;;;;;;;;;;x

k_nebraska;Nebraska;;;;;;;;;;;;;x
k_nebraska_adj;Nebraskan;;;;;;;;;;;;;x

k_oklahoma;Oklahoma;;;;;;;;;;;;;x
k_oklahoma_adj;Oklahoman;;;;;;;;;;;;;x

k_new_mexico;New Mexico;;;;;;;;;;;;;x
k_new_mexico_adj;New Mexican;;;;;;;;;;;;;x
